name,market_value_21,world_rank_21,market_value_20,world_rank_20,country,ceo,website,sector,employee_count,annual_revenue,annual_net_income,stock_exchange,stock_category,description
KRUNG THAI BANK PUBLIC COMPANY,5.173 Billion USD,2843,5.173 Billion USD,2843,Thailand,,https://www.ktb.co.th/,Financial Services; Banking Services,,,,Frankfurt,Thailand ADRs,"Krung Thai Bank Public Company is a Commercial Banking and Financial Services Holding company. It offer full coverage of bank networks that available to provide great service in all levels including personal, organizational, institutional, government or state enterprise and all types of business customers. The headquarters is in Thailand."
MAPLETREE INDUSTRIAL TRUST,5.141 Billion USD,2856,5.141 Billion USD,2856,Singapore,,https://www.mapletreeindustrialtrust.com/,Real Estate,,,,Singapore,,Mapletree Industrial Trust is a Real Estate Investment Trust company listed on the Main Board of Singapore Exchange. It diversified portfolio of income producing real estate used primarily for industrial purposes in Singapore and income producing real estate used primarily as data centres worldwide beyond Singapore as well as real estate related assets. The company total assets under management is 6.6 billion USD and which comprised 84 properties in Singapore and 27 properties in North America. The headquarters is in Singapore.
KRUNGTHAI CARD PUBLIC COMPANY,5.114 Billion USD,2878,5.114 Billion USD,2878,Thailand,,https://www.ktc.co.th/,Financial Services,,,,Thailand,,Krungthai Card Public Company is a Financial Services company. The headquarters is in Thailand.
TRAVELOKA,,2920,,2920,Indonesia,,https://www.traveloka.com/,Internet or Mobile App Based Business; eCommerce; Consumer Services,2470,,,,,"TRAVELOKA offers online booking platform to book flight tickets,rental cars, train tickets, hotel accomodation, bus tickets. Headquarters is in Indonesia."
UOL GROUP,4.910 Billion USD,2971,4.910 Billion USD,2971,Singapore,,https://www.uol.com.sg/,Real Estate,1900,,,Frankfurt,,"UOL Group is a Public Listed Property company. It has a diversified portfolio of development and investment properties, hotels and serviced suites in Asia, Oceania, Europe and North America and total asset of about $20 billion. The headquarters is in Singapore."
ASSET WORLD CORP PUBLIC COMPANY,4.864 Billion USD,2991,4.864 Billion USD,2991,Thailand,,https://www.assetworldcorp-th.com/,Real Estate; Property Investments; Investments,,,,Thailand,,"Asset World Corp Public Company is a Real Estate Development and Investment Involving a Growing and Diverse Portfolio of Hospitality, Lifestyle Destinations and Commercial Workspaces company. The headquarters is in Thailand."
PT KALBE FARMA,4.801 Billion USD,3030,4.801 Billion USD,3030,Indonesia,,https://www.kalbe.co.id/,Healthcare; Pharmaceutical,16628,,,Jakarta,,"PT Kalbe Farma is a Pharmaceutical company. It provider of an integrated healthcare solution through its 4 business divisions they are the prescription pharmaceutical division, consumer health division, nutritionals division and distribution and logistics division. The company has 16,628 employees as on 2019. The headquarters is in Indonesia."
BERLI JUCKER PUBLIC COMPANY,4.642 Billion USD,3112,4.642 Billion USD,3112,Thailand,,https://www.bjc.co.th/,Industries; FMCG; Packaging Materials,,,,Thailand,Thailand ADRs,"Manufacture and supplies packaging materials, glass containers, cans, plastic containers. Manufacture and markets FMCG products like Soaps, Tissue Papers, Food Products, Cosmetics. Apart from that it imports and exports several items and markets them.
Headquarters is in Bangkok, Thailand."
PT MAYORA INDAH TBK,4.560 Billion USD,3168,4.560 Billion USD,3168,Indonesia,,https://www.mayora.com/,Consumer Defensive; Food and Beverage; Food Products,12416,,,Jakarta,,"Food and beverages sector company with headquarters in Jakarta, Indonesia. They manufacture:
BISCUIT
BEVERAGES
CANDY
WAFER & CHOCOLATE
INSTANT FOOD
COFFEE
CEREAL
"
JOLLIBEE FOODS CORPORATION,4.501 Billion USD,3194,4.501 Billion USD,3194,Philippines,,https://www.jollibee.com.ph/,Consumer Cyclical; Retail; Food Chains / Distributor,16690,,,PSE,,"Jollibee Foods Corporation is the largest fast food chain in the Philippines and they are operating 2,588 stores. Headquarters is in Philippines.
The company has also embarked on an aggressive international expansion plan in Vietnam, Brunei, Hongkong, Singapore, Macau, Malaysia, US, Canada, Saudi Arabia, UAE, Qatar, Kuwait, Bahrain, Oman, Italy and the United Kingdom."
MINOR INTERNATIONAL PUBLIC COMPANY,4.448 Billion USD,3228,4.448 Billion USD,3228,Thailand,,https://www.minor.com/en,Consumer Cyclical; Hotels; Resorts,,,,Thailand,,"Operates hotels, resorts, restaurants. Headquarters is in Bangkok, Thailand."
VENTURE CORPORATION,4.299 Billion USD,3310,4.299 Billion USD,3310,Singapore,,https://www.venture.com.sg/,Technology; Electronics; Capital Goods,12000,,,Frankfurt,,"Venture Corporation is a Leading Global Provider of Technology Services, Products and Solutions company. It has built know how and intellectual property with domain expertise in printing and imaging, networking and communications devices, handheld interactive scanning and computing products, advanced storage systems and devices, financial related equipment and technology, industrial, power and energy-related products, test and measurement equipment and instrumentation, medical and healthcare devices and life science equipment. The headquarters is in Singapore."
PT INDOFOOD SUKSES MAKMUR TBK,4.280 Billion USD,3326,4.280 Billion USD,3326,Indonesia,,https://www.indofood.com/,Consumer Defensive; Food and Beverage; Food Products,88704,,,Jakarta,,"Food and Beverages company with headquarters in Jakarta, Indonesia."
BANGKOK EXPRESSWAY AND METRO PUBLIC COMPANY,4.229 Billion USD,3354,4.229 Billion USD,3354,Thailand,,https://www.bemplc.co.th/,Industries; Infrastructure; Construction,,,,Thailand,,"Construction and infrastructure company that constructs and operates metros and expressways in Thailand. Headquarters is in Bangkok, Thailand."
B.GRIMM POWER PUBLIC COMPANY,4.215 Billion USD,3365,4.215 Billion USD,3365,Thailand,,https://www.bgrimmpower.com/en,Utilities,,,,Thailand,,"B. Grimm Power Public Company is a Thailand Based Energy company that focuses on the development, financing, construction and operation of green field power plants. The headquarters is in Thailand. "
MUANGTHAI CAPITAL PUBLIC COMPANY,4.169 Billion USD,3397,4.169 Billion USD,3397,Thailand,,https://www.muangthaicap.com/,Financial Services,,,,Thailand,,"Muangthai Capital Public Company is a Lending Services company focusing on motorcycle title Loan its own the most market share in Thailand. The Company continues to focus on expand service channel to cover all regions in Thailand from provinces to districts, districts to sub districts with a plan to expand to 4,500 branches by 2020. The headquarters is in Thailand."
PT INDAH KIAT PULP & PAPER TBK,4.056 Billion USD,3465,4.056 Billion USD,3465,Indonesia,,http://www.iktangerang.com/,Basic Materials; Paper and Pulp,12000,,,Jakarta,,"PT. Indah Kiat Pulp & Paper Tbk is the Technology Supplier for the Paper Making Process company. The company products are color paper and board, fancy color paper and board, stationery, art and hobby and religious book. The headquarters is in Indonesia."
BTS GROUP HOLDINGS PUBLIC COMPANY,4.041 Billion USD,3476,4.041 Billion USD,3476,Thailand,,http://www.btsgroup.co.th/en,Industries; Conglomerate; Railway,,,,Thailand,Thailand ADRs,"BTS Group Holdings Public Company is a Privately Owned Conglomerate company. It engages in four business units they are mass transit, media, property and services. The headquarters is in Thailand."
CARABAO GROUP PUBLIC COMPANY,3.817 Billion USD,3631,3.817 Billion USD,3631,Thailand,,http://www.carabaogroup.com/,Consumer Defensive; Beverages; Non-Alcoholic Beverages,,,,Thailand,,Beverages sector company and manufactures soft drinks and energy drinks. Headquarters is in Thailand.
TRUE CORPORATION PUBLIC COMPANY,3.796 Billion USD,3642,3.796 Billion USD,3642,Thailand,,http://www3.truecorp.co.th/,Communication Services; Telecom; Internet Providers,,,,Thailand,,"Telecom sector company providing mobile network services, Cable TV services and Internet service with headquarters in Bangkok, Thailand."
PT BANK MAYAPADA INTERNASIONAL TBK,3.790 Billion USD,3648,3.790 Billion USD,3648,Indonesia,,https://www.bankmayapada.com/,Financial Services; Banking Services,3506,,,Jakarta,,"PT Bank Mayapada Internasional Tbk is a Commercial Bank Services Holding company. It is having 3,506 employees as on 2019. The headquarters is in Indonesia."
PT INDOCEMENT TUNGGAL PRAKARSA TBK,3.789 Billion USD,3649,3.789 Billion USD,3649,Indonesia,,http://www.indocement.co.id/,Basic Materials; Cement; Construction Materials,5246,,,Jakarta,,PT Indocement Tunggal Prakarsa Tbk is a Cement Producers company. The headquarters is in Indonesia.
PT MERDEKA COPPER GOLD TBK,3.784 Billion USD,3652,3.784 Billion USD,3652,Indonesia,,https://www.merdekacoppergold.com/en/,Basic Materials; Mining; Copper,2653,,,Jakarta,,"PT Merdeka Copper Gold Tbk is a Holding company with operating subsidiaries engaging in mining business activities, encompassing the exploration and future production of gold, silver, copper and other related minerals and mining services company. It contains mineral resource of 2.3 million ounces of gold and 89.8 million ounces of silver and associated ore reserves as on 31 December 2019. The headquarters is in Indonesia."
OLAM INTERNATIONAL,3.643 Billion USD,3764,3.643 Billion USD,3764,Singapore,,https://www.olamgroup.com/,Consumer Defensive; FMCG; Agriculture Products,41172,,,Singapore,,"Olam International is a leading Food and Agri Business, Supplying Food Ingredients, Feed and Fibre company ranging from multi national organisations with world famous brands to small family run businesses. The company annual revenue is 24.23 billion USD and 41,172 employees as on 2019. The headquarters is in Singapore."
PT BAYAN RESOURCES TBK,3.623 Billion USD,3788,3.623 Billion USD,3788,Indonesia,,https://www.bayan.com.sg/,Energy; Coal Mining; Mining,2748,,,Frankfurt,,PT Bayan Resources Tbk is a Coal Mining company. It has a rated capacity of 2.5 million tonnes per annum. The company quarterly revenue is 35.54 million USD as on 2020. The headquarters is in Indonesia.
PT VALE INDONESIA TBK,3.603 Billion USD,3805,3.603 Billion USD,3805,Indonesia,,http://www.vale.com/,Basic Materials; Copper; Mining,3044,,,Jakarta,,Copper mining company with headquarters in Indonesia.
OSOTSPA PUBLIC COMPANY,3.554 Billion USD,3849,3.554 Billion USD,3849,Thailand,,https://www.osotspa.com/,Consumer Defensive; Non-Alcoholic Beverages; Beverages,,,,Thailand,,"Non alcoholic beverages company with headquarters in Bangkok, Thailand."
THAI OIL PUBLIC COMPANY,3.536 Billion USD,3863,3.536 Billion USD,3863,Thailand,,https://www.thaioilgroup.com/,Energy; Oil and Gas; Oil Refining,,,,Frankfurt,,"Thai Oil Public Company is a Oil Refining and Petrochemical company. It operates a highly complex refinery utilizing modern and efficient processing technologies to produce petroleum products primarily for domestic distribution and further diversifies investment into related businesses which include petrochemical products, lube base oil, ethanol, power generation as well as marine and pipeline transportation of petroleum and petrochemical products. The headquarters is in Thailand."
PT BANK MEGA TBK,3.520 Billion USD,3870,3.520 Billion USD,3870,Indonesia,,https://www.bankmega.com/en/,Financial Services; Banking Services,5052,,,Jakarta,,PT Bank Mega Tbk is a Financial Services company. The headquarters is in Indonesia.
PT SARANA MENARA NUSANTARA TBK,3.500 Billion USD,3882,3.500 Billion USD,3882,Indonesia,,https://www.ptsmn.co.id/,Communication Services,,,,Jakarta,,
KEPPEL DC REIT,3.472 Billion USD,3900,3.472 Billion USD,3900,Singapore,,https://www.keppeldcreit.com/en/,Real Estate; Investments; Data Centers,,,,Singapore,,"Keppel DC REIT is diversified portfolio of income producing real estate assets which are used primarily for data centre purposes as well as Real Estate Related Assets company. It portfolio comprises 19 high quality data centres strategically located in key data centre hubs and with an aggregate lettable area of approximately 2,089,085 sq. ft, the portfolio spans 12 cities in eight countries across Asia Pacific and Europe."
