id,title,channel,url,published_date,description,relevance,data_skills,skills
1FZ0A1QCMWc,Supervised vs Unsupervised vs Reinforcement Learning | Machine Learning Tutorial | Simplilearn,Simplilearn,https://youtube.com/watch?v=1FZ0A1QCMWc,2020-11-20T15:30:00Z,"In this video, you will learn about Supervised vs Unsupervised vs Reinforcement Learning. You will understand the definition of each of these learning ...",13.666666666666666,Unsupervised Machine Learning; Supervised Machine Learning; Reinforcement,Android; Artificial Intelligence (AI); Decision Tree; Deep Learning; Facebook; Facial Recognition; LinkedIn; Logistic Regression; Logistics; Machine Learning Algorithm; Modelling; Naïve Bayes; Random Forest; Recommendation Engine; Recommendation System; Regression; Reinforcement Learning; Soft Computing; Support Vector Machine (SVM); Training; Twitter; Video; iOS; k-means Clustering
1GqMpz77XlU,How Long Does It Take to Learn Python? (And Get a Job),Afternerd,https://youtube.com/watch?v=1GqMpz77XlU,2020-08-16T05:24:07Z,"00In this video, I discuss the things that you need to know before you start to learn Python. Specifically, I answer these four common questions: 1- Should I learn ...",28.0,Python,Blogging; Computer Science; Instagram; Object-Oriented Programming (OOP); Python; Twitter; Video; Youtube
1JkvHfzIL0Y,How to Create a Dashboard in Google Sheets (10 steps) - Query Formula,Hustlesheets,https://youtube.com/watch?v=1JkvHfzIL0Y,2020-11-02T06:47:28Z,Purchase the completed template here: https://www.etsy.com/listing/774313847/sales-tracking-dashboard-spreadsheet I'll be releasing a full scale paid ...,28.0,Dashboard,Chart; Dashboard; Facebook Ads; Formatting; Google Sheets; Microsoft Access; Sales; Scorecard; Template; Video; Youtube; jQuery
1VSZtNYMntM,Mathematics for Machine Learning [Full Course] | Essential Math for Machine Learning | Edureka,edureka!,https://youtube.com/watch?v=1VSZtNYMntM,2020-01-10T14:00:00Z,Machine Learning Training with Python: https://www.edureka.co/machine-learning-certification-training ** This Edureka video on 'Mathematics for Machine ...,38.0,Deep Learning,.NET Framework; Artificial Intelligence (AI); Azure Machine Learning; Blogging; Clustering; Computer Science; Data Analysis; Data Science; Decision Tree; Dimensionality Reduction; Facebook; Gradle; Information Science; Instagram; Investigational New Drug (IND); Linear Algebra; LinkedIn; Machine Learning Algorithm; Mathematics; Model Evaluation; Multivariate Calculus; Naïve Bayes; Predictive Model; Predictive Modelling; Probability; Processing; Programming Language Theory; Python; Random Forest; Regression; Reinforcement Learning; Statistics; Technical Support; Time Series; Training; Twitter; Univariate Calculus; Video
1XG1b85zPUk,Machine Learning for Beginners - Supervised vs. Unsupervised Learning,TheCodex,https://youtube.com/watch?v=1XG1b85zPUk,2020-01-11T09:25:33Z,Become a Member on TheCodex for FREE and jumpstart your career - https://thecodex.me Welcome back to this series on Machine Learning for Beginners!,27.0,Unsupervised Machine Learning,Free Hand; Machine Learning; Supervised Learning; Unsupervised Learning
1YPpvT207YY,How to learn data science... the cloud way | future-proof &amp; more employable!,Iulia Feroli,https://youtube.com/watch?v=1YPpvT207YY,2021-02-10T14:00:00Z,"4 week journey to data science: the cloud-native, enterprise-ready, future-proof way! Cloud is growing more every day, it's a huge trend that is here to stay so ...",22.0,Cloud Technologies,Artificial Intelligence (AI); Data Science; LinkedIn; Machine Learning; Microsoft Azure; Platform; Video; Youtube
1aSS5GEH58U,CVPR18: Tutorial: Part 2: Interpretable Machine Learning for Computer Vision,ComputerVisionFoundation Videos,https://youtube.com/watch?v=1aSS5GEH58U,2018-07-01T03:24:21Z,Organizers: Bolei Zhou Laurens van der Maaten Been Kim Andrea Vedaldi Description: Complex machine learning models such as deep convolutional neural ...,40.0,Computer Vision,Accuracy; Computer Vision; Convolutional Neural Network (CNN); Convolutional Neural Network (ConvNet); Image; Machine Learning; Question Answering; Visualization
1ag0XbWfrPQ,Improve Your Presentation Skills: Learn how THOUGHT CHUNKING can help you with public speaking,32BJTrainingFund,https://youtube.com/watch?v=1ag0XbWfrPQ,2014-02-19T20:21:48Z,,35.0,Presentation,Presentation; Public Speaking
1b92aR55iaI,Power BI Tutorial for Beginners | Learn Power BI Step by Step | Power BI Step by Step Tutorial,Questpond,https://youtube.com/watch?v=1b92aR55iaI,2019-07-17T14:50:41Z,Get Our MSBI Package With SQL Server :- https://www.questpond.com/learn-msbi-step-by-step-msbi-interview-q-a-and-sql-tutorial/cid59 Timestamp - 0:54 ...,39.0,Power BI,.NET Framework; Analytical; Angular; Business Intelligence (BI); C#; Data Science; Design; E Charts; Editor; Formatting; Graph; Line Chart; Market; Microsoft Azure; Microsoft Power BI; Modelling; Pie Chart; Publishing; Python; Stacked Bar Chart; Structured Query Language (SQL); Table; Training; Video; Visualization; Youtube; jQuery
1dWCqjhvF58,SQL Tutorial For Beginners In Hindi | DBMS Tutorial | SQL Full Course In Hindi | Great Learning,Great Learning,https://youtube.com/watch?v=1dWCqjhvF58,2020-05-08T12:32:13Z,Great Learning offers a range of extensive Data Science courses that enable candidates for diverse work professions in Data Science and other trending ...,24.0,Structured Query Language (SQL),Artificial Intelligence (AI); Big Data Analysis; Big Data Analytics; Blogging; Cybersecurity; Data Definition Language (DDL); Data Science; Database; Database Management System; Dataset; Decision Making; Hindi; Machine Learning; Management; Microsoft Access; Structured Query Language (SQL); Tcl; Video; jQuery
1gdKC5O0Pwc,R vs Python | Which is Better for Data Analysis?,Alex The Analyst,https://youtube.com/watch?v=1gdKC5O0Pwc,2021-02-16T12:00:00Z,R and Python are the programming language of choice for most data analyst and scientists. Let's take a look at them and see which one is better for you!,13.0,R,Data Analysis; Programming Language; Python; R
1h94nq4if28,Convert Text to Time Values with Power Query (Data Cleansing Part 3),Excel Campus - Jon,https://youtube.com/watch?v=1h94nq4if28,2019-05-09T16:22:32Z,This is the third video in a series of solutions for our Data Cleansing Challenge. In this video I explain how to use Power Query to convert the time stored as text ...,44.0,Data Cleansing,Analytical; Blogging; Data Cleansing; Links; Microsoft Excel; Table; Video; Visual Basic For Applications (VBA); jQuery
1k37OcjH7BM,Andrew Ng: Advice on Getting Started in Deep Learning | AI Podcast Clips,Lex Fridman,https://youtube.com/watch?v=1k37OcjH7BM,2020-02-21T21:01:40Z,Full episode with Andrew Ng (Feb 2020): https://www.youtube.com/watch?v=0jspaMLxBig Clips channel (Lex Clips): https://www.youtube.com/lexclips Main ...,10.0,Deep Learning,Artificial Intelligence (AI); Deep Learning; Facebook; Instagram; LinkedIn; Links; Medium; Twitter; Youtube
1k9MY9rSSVo,NoSql Databases | What is NoSQL? | SQL Vs NoSQL | nosql tutorial for beginners | Nosql for Big Data🙂,Tech Guide VB,https://youtube.com/watch?v=1k9MY9rSSVo,2020-07-31T08:54:11Z,"This Video will explain in detail NoSQL Database basic concepts.What is NoSQL?.Also SQL Vs NoSQL,nosql tutorial for beginners,NoSQL for Big Data.NoSQL ...",44.0,NOSQL,Big Data; Facebook; Graph Database; History; Instagram; News; NoSQL; Reporting; Research; Structured Query Language (SQL); Video
1v_4dL8l8pQ,C++ Crash Course For Beginners,Traversy Media,https://youtube.com/watch?v=1v_4dL8l8pQ,2020-08-12T16:05:30Z,"In this beginner crash course, you will learn the fundamentals of C++ CodeBeauty YouTube Channel (Saldina Nurak): ...",12.0,C++,Array; C++; Facebook; Instagram; LinkedIn; Links; RStudio; Social Media; Twitter; Variable; Visual Studio; Youtube
1vbXmCrkT3Y,Big Data &amp; Hadoop Full Course - Learn Hadoop In 10 Hours | Hadoop Tutorial For Beginners | Edureka,edureka!,https://youtube.com/watch?v=1vbXmCrkT3Y,2019-09-01T08:30:00Z,"Edureka Big Data Architect Master Program (Use Code ""YOUTUBE20""): https://www.edureka.co/masters-program/big-data-architect-training This Edureka Big ...",1.0,Hadoop,Administration; Apache Cassandra; Apache Hadoop; Apache Hbase; Apache Hive; Apache Kafka; Apache Pig; Apache Spark; Apache Sqoop; Application Programming Interface (API); Big Data Analysis; Big Data Analytics; Data Architecture; Data Engineering; Database; Facebook; HBase; Hadoop Distributed File System (HDFS); History; Instagram; Investigational New Drug (IND); LinkedIn; MapReduce; NoSQL; Shell; Streaming; Table; Training; Twitter; Video; eCommerce
1xKehBYgL2I,"SQL  --Structured Query Language, Lesson 3",hammadshams,https://youtube.com/watch?v=1xKehBYgL2I,2010-11-05T13:35:22Z,"SQL --Structured Query Language, Lesson 4. Please visit www.my-uni.net for all videos.",29.0,Structured Query Language (SQL),.NET Framework; Structured Query Language (SQL); Video; jQuery
20zDV9MNE0s,How to build a Well-Designed and Interactive Excel Dashboard with Pivot Tables and Pivot Charts,The Office Lab,https://youtube.com/watch?v=20zDV9MNE0s,2018-08-25T21:44:01Z,DOWNLOAD Dashboard and Data here ▻ https://excelfind.com/tutorials/well-designed-and-interactive-excel-dashboard/ EXCEL VERSION: Microsoft Office ...,13.0,Dashboard,Chart; Dashboard; Database; Links; Microsoft Excel; Microsoft Office 365; Microsoft PowerPoint; Music; News; Pivot Table; Research; Video; Visual Basic For Applications (VBA)
27axs9dO7AE,What is SQL? [in 4 minutes for beginners],Danielle Thé,https://youtube.com/watch?v=27axs9dO7AE,2019-04-16T13:53:16Z,"Structured Query Language - or SQL, is a language that communicates with databases. Learn what SQL is, and why it is an important language to learn in the ...",5.0,Structured Query Language (SQL),Artificial Intelligence (AI); Big Data; Data Science; Database; Email; Instagram; Medium; Product Management; Structured Query Language (SQL); Twitter; jQuery
27dxBp0EgCc,Excel Tutorial | Microsoft Excel Tutorial | Excel Training | Intellipaat,Intellipaat,https://youtube.com/watch?v=27dxBp0EgCc,2019-06-22T13:30:01Z,"Intellipaat Microsoft excel training: https://intellipaat.com/excel-training/ In this microsoft excel tutorial you will master how to use excel, complete ms excel ...",18.0,Excel,Accounting; Editor; Facebook; Formatting; Line Chart; LinkedIn; Mathematical Function; Microsoft Access; Microsoft Excel; Pie Chart; Pivot Table; Platform; R; Saving; Sorting; Training; Twitter; Utility; Variable; Video; Visual Basic For Applications (VBA)
27u8xHqLMZE,Complete python roadmap | How to become an expert in python programming,codebasics,https://youtube.com/watch?v=27u8xHqLMZE,2020-09-13T13:30:11Z,Complete python roadmap: In this video I will share 8 guidelines on how one can start as a beginner and become and expert in python programming. Here are ...,25.0,Python,Algorithm; Array; Automation; Code Review; Coding; Creatio; Data Analysis; Data Cleansing; Data Structure; Debugging; Facebook; Github; NumPy; Pandas; Protocol; Public Relations (PR); Python; SciPy; Scientific Computing; Twitter; Variable; Video; Youtube
28It3JfRxHw,Cloud Computing Job Roles | cloud computing jobs And Salary | Cloud Computing Career | Simplilearn,Simplilearn,https://youtube.com/watch?v=28It3JfRxHw,2020-09-06T15:30:01Z,Explore our FREE Courses: ...,33.0,Cloud Technologies,.NET Framework; Amazon EC2; Amazon S3; Amazon Web Service (AWS); Android; Architecture; Cloud Application; Cloud Computing; Cloud Service; Design; Facebook; Google Cloud Platform (GCP); Information Technology (IT); LinkedIn; Media; Microsoft Access; Microsoft Azure; Security; Training; Transformer; Twitter; Video; iOS
2FYm3GOonhk,LEARN OPENCV C++ in 4 HOURS | Including 3x Projects | Computer Vision,Murtaza's Workshop - Robotics and AI,https://youtube.com/watch?v=2FYm3GOonhk,2020-12-13T12:40:28Z,This is OpenCV C++ course that will teach you everything you need to know to get started. This course is based on my previous OpenCV Python course that now ...,35.0,Computer Vision,Budget; C++; Competition; Computer Vision; Facebook; Github; Golang; Image; Instagram; Links; OpenCV; Processing; Programming; Python; Rally; Video; Windows
2Jw5S5EbpwA,Data cleaning and preparation,Prof. Fabian Froese,https://youtube.com/watch?v=2Jw5S5EbpwA,2020-11-23T11:45:13Z,"Before analyzing data, it is imperative to properly clean and prepare your data. In this video, I show you why and how you should clean and prepare your data.",14.0,Data Preparation,Data Cleansing; Video
2LaAJq1lB1Q,Cloud Computing Full Course In 11 Hours | Cloud Computing Tutorial For Beginners | Edureka,edureka!,https://youtube.com/watch?v=2LaAJq1lB1Q,2020-11-19T14:05:24Z,"Edureka Cloud Masters Program (Use Code ""YOUTUBE20""): https://www.edureka.co/masters-program/cloud-architect-training Cloud Computing is one of the ...",10.0,Cloud Technologies,.NET Framework; Amazon EC2; Amazon S3; Amazon Web Service (AWS); Analytical; Ansible; Array; Cloud Computing; Cloud Service; DevOps; Docker; Facebook; Golang; Google Cloud Platform (GCP); Gradle; Information Technology (IT); Instagram; Internet of Things (IoT); Investigational New Drug (IND); Jenkins; LinkedIn; Microsoft Azure; Networking; Research; Technical Support; Training; Twitter; Unified Process (UP); Video; Virtual Network
2MR5UynQocs,Data Preparation vs. Data Wrangling Comparison in Machine Learning / Deep Learning,Kai Wähner,https://youtube.com/watch?v=2MR5UynQocs,2017-02-13T10:48:29Z,"Data Preparation: Comparison of Programming Languages, Frameworks and Tools for Data Preprocessing and (Inline) Data Wrangling in Machine Learning ...",9.0,Data Preparation,.NET Framework; Analytical; Apache Hadoop; Apache Spark; Big Data; Data Preparation; Data Science; Data Wrangling; Database; Deep Learning; Extract Transform Load (ETL); Knime; Machine Learning; Processing; Programming Language; Python; R; RapidMiner; Social Network; Streaming; Trade; Transformer; Trifacta
2Np_ywAB2ro,"financial ratios 101, understanding financial ratio analysis basics, and best practices",selfLearn-en,https://youtube.com/watch?v=2Np_ywAB2ro,2019-06-23T18:00:12Z,"financial ratios 101, understanding financial ratio analysis basics, and best practices. financial ratios—such as ROI (return on investment) or ROA (return on ...",37.0,Financial Statements,Analysis; Balance Sheet; Cash-flow Statement; Financial Statement; Income Statement; Investment; Microsoft Access; Video
2OH2G6B5v-s,Excel Basics for Beginners,Online Training for Everyone,https://youtube.com/watch?v=2OH2G6B5v-s,2020-09-23T16:13:11Z,Learn about Microsoft Excel Basics for Beginners in this quick tutorial. SUBSCRIBE!!! https://www.howtoanalyzedata.net/youtube - Download Free Excel ...,19.0,Excel,.NET Framework; Email; Facebook; Formatting; Instagram; LinkedIn; Microsoft Excel; Page Setup; Recruiting; Video; Youtube
2PVzOHA3ktE,Hadoop vs Spark | Hadoop And Spark Difference | Hadoop And Spark Training | Simplilearn,Simplilearn,https://youtube.com/watch?v=2PVzOHA3ktE,2019-12-06T12:00:00Z,Enroll for FREE Big Data Hadoop Spark Course & Get your Completion Certificate: ...,20.0,SPARK; Hadoop,.NET Framework; Analytical; Android; Apache Hive; Apache Impala; Apache Pig; Apache Spark; Apache Sqoop; Architecture; Banking; Big Data; Business Intelligence (BI); Cloudera; Configuration; Data Management; Database; Facebook; File Format; HBase; Hadoop Distributed File System (HDFS); Human Resource Management; Information Technology (IT); Insurance; LinkedIn; Machine Learning; MapReduce; Microsoft Access; Processing; Programming; Security; Social Media; Table; Telecommunication; Testing; Training; Twitter; Video; Youtube; eCommerce; iOS
